# Quelle: Micó Pérez, R., 2005. Cronología absoluta y periodización de la prehistoria des las Islas Baleares, British Archaeological Reports. International Series. Archaeopress, Oxford.
c14ID;site;island;monument;context;county;labcode;bp;std;sample;resource
736;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 4 (estr. II). Cuadr. MM 44. Nivel superior de la necrópolis en cal. Z = -50cm.;Valldemossa;QL-22;2260;60;Carbonatos;Micó 2005, 476
737;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -65cm. Muestra ABSM-QL?13;Valldemossa;IRPA-803 (frac. 20,08);2250;60;Carbonatos;Micó 2005, 477
738;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -10/25cm. Muestra ABSM-NOP3.;Valldemossa;IRPA-808 (frac. 19,82%);2250;60;Carbonatos;Micó 2005, 477
739;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -10/25cm. Muestra ABSM-NOP3.;Valldemossa;IRPA-808 (frac. 20,73%);2250;60;Carbonatos;Micó 2005, 478
740;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Nivel postalayótico. Cuadr. MM 35. Z = -80cm.;Valldemossa;Y-2672;2240;80;Carbonatos;Micó 2005, 478
741;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 4 (estr. II). Nivel superior de la necrópolis en cal. Z = -50cm.;Valldemossa;QL-1a;2240;70;Carbonatos;Micó 2005, 479
742;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 4 (estr. II). Nivel superior de la necrópolis en cal. Cuadr. MM 36. Z = -30cm.;Valldemossa;QL-9;2200;100;Carbonatos;Micó 2005, 479
743;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -30cm. Muestra ABSM-QL?12.;Valldemossa;IRPA-789 (frac. hueso);2200;85;Carbonatos;Micó 2005, 480
744;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 3 (estr. I/II). Nivel superior de la necrópolis en cal/final. Z = -25cm.;Valldemossa;QL-11c;2170;100;Carbón;Micó 2005, 480
745;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -110cm. Muestra ABSM-QL?9.;Valldemossa;IRPA-750 (frac. 20%);2150;60;Carbonatos;Micó 2005, 481
746;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -110cm. Muestra ABSM-QL?9.;Valldemossa;IRPA-750 (frac. 20%);2100;60;Carbonatos;Micó 2005, 481
747;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -90cm. Muestra ABSM-QL?8.;Valldemossa;IRPA-752 (frac. 20%);2090;60;Carbonatos;Micó 2005, 482
748;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 2 (estr. I).Cuadr. MM 36. Nivel superior de la necrópolis en cal/final. Z = -45cm.;Valldemossa;QL-8;2080;90;Carbón;Micó 2005, 482
749;Son Matge;Mallorca;Cueva de inhumación en cal;Recinto Este. Perfil frontal. Estrato 2 (estr. I). Nivel superior de la necrópolis en cal/final. Z = -15cm.;Valldemossa;QL-7a;2070;120;Carbonatos;Micó 2005, 483
750;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -0/15cm. Muestra ABSM-QLCE(23).;Valldemossa;IRPA-695 (frac. 24%);2050;60;Carbonatos;Micó 2005, 483
751;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -0/15cm. Muestra ABSM-QLCE(23).;Valldemossa;IRPA-695 (frac. 100%);2040;60;Carbonatos;Micó 2005, 484
752;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -10/25cm. Muestra ABSM-NOP3.;Valldemossa;IRPA-808 (frac. 19,45%);1970;60;Carbonatos;Micó 2005, 484
753;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -0/15cm. Muestra ABSM-QLCE(23).;Valldemossa;IRPA-695 (frac. 12%);1960;100;Carbonatos;Micó 2005, 485
754;Son Matge;Mallorca;Cueva de inhumación en cal;Z = -5/10cm.;Valldemossa;IRPA-805;1800;65;Hueso sp;Micó 2005, 485
755;Son Matge;Mallorca;Cueva de inhumación en cal;Muestra ABSM PT L 45.;Valldemossa;IPRA-776 (?);;;;Micó 2005, 486
762;Son Oms;Mallorca;Hábitat indeterminado;Nivel con roca descompuesta por la acción del fuego.;Palma;QL-19;20750;;Carbonatos;Micó 2005, 491
763;Son Oms;Mallorca;Asentamiento de estructuras naviformes;Naviforme sur. Nivel de abandono. Carbón vegetal del hogar.;Palma;QL-20;2920;60;Carbón;Micó 2005, 492
764;Son Oms;Mallorca;Asentamiento talayótico;Hogar al norte del monumento D, bajo el nivel de inhumaciones sin ajuar. Peso de la muestra: 100g.;Palma;Y-2666;2490;40;Carbón;Micó 2005, 492
765;Son Oms;Mallorca;Hábitat indeterminado;Semillas de trigo y cebada.;Palma;BM-1696;2290;40;Semilla cereal;Micó 2005, 493
766;Son Real;Mallorca;Varia funerario;Tumba 67. Microtalayot cuadrado, variante A. Fase Son Real I.;Santa Margalida;U-;2525;65;Hueso humano;Micó 2005, 494
767;Son Real;Mallorca;Varia funerario;Tumba 90. Planta rectangular, variante A. Fase Son Real II.;Santa Margalida;U-;2515;70;Hueso humano;Micó 2005, 495
768;Son Real;Mallorca;Varia funerario;Tumba 20. Micronaveta. Fase Son Real II.;Santa Margalida;U-;2495;50;Hueso humano;Micó 2005, 495
769;Son Real;Mallorca;Varia funerario;Tumba 3. Microtalayot circular, variante A. Fase Son Real I.;Santa Margalida;U-;2430;60;Hueso humano;Micó 2005, 496
770;Son Real;Mallorca;Varia funerario;Tumba 88. Planta rectangular, variante A. Fase Son Real II.;Santa Margalida;U-;2340;75;Hueso humano;Micó 2005, 496
771;Son Real;Mallorca;Varia funerario;Tumba 65. Micronaveta, variante C. Transición a la fase Son Real III.;Santa Margalida;U-;2285;75;Hueso humano;Micó 2005, 497
772;Son Real;Mallorca;Varia funerario;Tumba 1. Microtalaiot circular, variante A. Fase Son Real I (reutilización);Santa Margalida;U-;2175;80;Hueso humano;Micó 2005, 497
800;Torrent d'en Barragot;Mallorca;Varia funerario;Cueva cerca de la costa. Hueso humano en superficie recogido por M. Van Strydonck en octubre de 2003.;Ses Salines;KIA-22648;2515;25;Hueso humano;Micó 2005, 514
